Matrix multiplication,Knowledge graph,1
Matrix multiplication,Backpropagation,1
Matrix multiplication,Evaluation Metrics,1
Matrix multiplication,Linear Regression,1
Matrix multiplication,dimensionality reduction,1
Matrix multiplication,Clustering,1
Matrix multiplication,Matrix factorization,1
Matrix multiplication,Maximum likelihood estimation,1
Matrix multiplication,Gradient descent,1
Matrix multiplication,Regularization,1
Matrix multiplication,Cross entropy,1
Loss Function,Backpropagation,1
Loss Function,Gradient descent,1
Loss Function,Cross entropy,1
Feature Learning,Domain Adaptation,1
Knowledge graph,Domain Adaptation,0
Knowledge graph,Reinforcement Learning,0
Knowledge graph,Backpropagation,0
Knowledge graph,Evaluation Metrics,0
Knowledge graph,Linear Regression,0
Knowledge graph,dimensionality reduction,0
Knowledge graph,Clustering,0
Knowledge graph,Matrix factorization,0
Knowledge graph,Maximum likelihood estimation,0
Knowledge graph,Gradient descent,0
Knowledge graph,Matrix multiplication,0
Knowledge graph,Loss Function,0
Knowledge graph,Feature Learning,0
Knowledge graph,Regularization,0
Knowledge graph,Cross entropy,0
Knowledge graph,Kullback-Leibler divergence,0
Domain Adaptation,Knowledge graph,0
Domain Adaptation,Reinforcement Learning,0
Domain Adaptation,Backpropagation,0
Domain Adaptation,Evaluation Metrics,0
Domain Adaptation,Linear Regression,0
Domain Adaptation,dimensionality reduction,0
Domain Adaptation,Clustering,0
Domain Adaptation,Matrix factorization,0
Domain Adaptation,Maximum likelihood estimation,0
Domain Adaptation,Gradient descent,0
Domain Adaptation,Matrix multiplication,0
Domain Adaptation,Loss Function,0
Domain Adaptation,Feature Learning,0
Domain Adaptation,Regularization,0
Domain Adaptation,Cross entropy,0
Domain Adaptation,Kullback-Leibler divergence,0
Reinforcement Learning,Knowledge graph,0
Reinforcement Learning,Domain Adaptation,0
Reinforcement Learning,Backpropagation,0
Reinforcement Learning,Evaluation Metrics,0
Reinforcement Learning,Linear Regression,0
Reinforcement Learning,dimensionality reduction,0
Reinforcement Learning,Clustering,0
Reinforcement Learning,Matrix factorization,0
Reinforcement Learning,Maximum likelihood estimation,0
Reinforcement Learning,Gradient descent,0
Reinforcement Learning,Matrix multiplication,0
Reinforcement Learning,Loss Function,0
Reinforcement Learning,Feature Learning,0
Reinforcement Learning,Regularization,0
Reinforcement Learning,Cross entropy,0
Reinforcement Learning,Kullback-Leibler divergence,0
Backpropagation,Knowledge graph,0
Backpropagation,Domain Adaptation,0
Backpropagation,Reinforcement Learning,0
Backpropagation,Evaluation Metrics,0
Backpropagation,Linear Regression,0
Backpropagation,dimensionality reduction,0
Backpropagation,Clustering,0
Backpropagation,Matrix factorization,0
Backpropagation,Maximum likelihood estimation,0
Backpropagation,Gradient descent,0
Backpropagation,Matrix multiplication,0
Backpropagation,Loss Function,0
Backpropagation,Feature Learning,0
Backpropagation,Regularization,0
Backpropagation,Cross entropy,0
Backpropagation,Kullback-Leibler divergence,0
Evaluation Metrics,Knowledge graph,0
Evaluation Metrics,Domain Adaptation,0
Evaluation Metrics,Reinforcement Learning,0
Evaluation Metrics,Backpropagation,0
Evaluation Metrics,Linear Regression,0
Evaluation Metrics,dimensionality reduction,0
Evaluation Metrics,Clustering,0
Evaluation Metrics,Matrix factorization,0
Evaluation Metrics,Maximum likelihood estimation,0
Evaluation Metrics,Gradient descent,0
Evaluation Metrics,Matrix multiplication,0
Evaluation Metrics,Loss Function,0
Evaluation Metrics,Feature Learning,0
Evaluation Metrics,Regularization,0
Evaluation Metrics,Cross entropy,0
Evaluation Metrics,Kullback-Leibler divergence,0
Linear Regression,Knowledge graph,0
Linear Regression,Domain Adaptation,0
Linear Regression,Reinforcement Learning,0
Linear Regression,Backpropagation,0
Linear Regression,Evaluation Metrics,0
Linear Regression,dimensionality reduction,0
Linear Regression,Clustering,0
Linear Regression,Matrix factorization,0
Linear Regression,Maximum likelihood estimation,0
Linear Regression,Gradient descent,0
Linear Regression,Matrix multiplication,0
Linear Regression,Loss Function,0
Linear Regression,Feature Learning,0
Linear Regression,Regularization,0
Linear Regression,Cross entropy,0
Linear Regression,Kullback-Leibler divergence,0
dimensionality reduction,Knowledge graph,0
dimensionality reduction,Domain Adaptation,0
dimensionality reduction,Reinforcement Learning,0
dimensionality reduction,Backpropagation,0
dimensionality reduction,Evaluation Metrics,0
dimensionality reduction,Linear Regression,0
dimensionality reduction,Clustering,0
dimensionality reduction,Matrix factorization,0
dimensionality reduction,Maximum likelihood estimation,0
dimensionality reduction,Gradient descent,0
dimensionality reduction,Matrix multiplication,0
dimensionality reduction,Loss Function,0
dimensionality reduction,Feature Learning,0
dimensionality reduction,Regularization,0
dimensionality reduction,Cross entropy,0
dimensionality reduction,Kullback-Leibler divergence,0
Clustering,Knowledge graph,0
Clustering,Domain Adaptation,0
Clustering,Reinforcement Learning,0
Clustering,Backpropagation,0
Clustering,Evaluation Metrics,0
Clustering,Linear Regression,0
Clustering,dimensionality reduction,0
Clustering,Matrix factorization,0
Clustering,Maximum likelihood estimation,0
Clustering,Gradient descent,0
Clustering,Matrix multiplication,0
Clustering,Loss Function,0
Clustering,Feature Learning,0
Clustering,Regularization,0
Clustering,Cross entropy,0
Clustering,Kullback-Leibler divergence,0
Matrix factorization,Knowledge graph,0
Matrix factorization,Reinforcement Learning,0
Matrix factorization,Backpropagation,0
Matrix factorization,Evaluation Metrics,0
Matrix factorization,Linear Regression,0
Matrix factorization,dimensionality reduction,0
Matrix factorization,Clustering,0
Matrix factorization,Maximum likelihood estimation,0
Matrix factorization,Gradient descent,0
Matrix factorization,Matrix multiplication,0
Matrix factorization,Loss Function,0
Matrix factorization,Feature Learning,0
Matrix factorization,Regularization,0
Matrix factorization,Cross entropy,0
Matrix factorization,Kullback-Leibler divergence,0
Maximum likelihood estimation,Knowledge graph,0
Maximum likelihood estimation,Domain Adaptation,0
Maximum likelihood estimation,Reinforcement Learning,0
Maximum likelihood estimation,Backpropagation,0
Maximum likelihood estimation,Evaluation Metrics,0
Maximum likelihood estimation,Linear Regression,0
Maximum likelihood estimation,dimensionality reduction,0
Maximum likelihood estimation,Clustering,0
Maximum likelihood estimation,Matrix factorization,0
Maximum likelihood estimation,Gradient descent,0
Maximum likelihood estimation,Matrix multiplication,0
Maximum likelihood estimation,Loss Function,0
Maximum likelihood estimation,Feature Learning,0
Maximum likelihood estimation,Regularization,0
Maximum likelihood estimation,Cross entropy,0
Maximum likelihood estimation,Kullback-Leibler divergence,0
Gradient descent,Knowledge graph,0
Gradient descent,Domain Adaptation,0
Gradient descent,Reinforcement Learning,0
Gradient descent,Evaluation Metrics,0
Gradient descent,Linear Regression,0
Gradient descent,dimensionality reduction,0
Gradient descent,Clustering,0
Gradient descent,Matrix factorization,0
Gradient descent,Maximum likelihood estimation,0
Gradient descent,Matrix multiplication,0
Gradient descent,Loss Function,0
Gradient descent,Feature Learning,0
Gradient descent,Regularization,0
Gradient descent,Cross entropy,0
Gradient descent,Kullback-Leibler divergence,0
Matrix multiplication,Reinforcement Learning,0
Matrix multiplication,Loss Function,0
Matrix multiplication,Feature Learning,0
Loss Function,Knowledge graph,0
Loss Function,Linear Regression,0
Loss Function,dimensionality reduction,0
Loss Function,Clustering,0
Loss Function,Matrix factorization,0
Loss Function,Maximum likelihood estimation,0
Loss Function,Matrix multiplication,0
Loss Function,Feature Learning,0
Loss Function,Regularization,0
Loss Function,Kullback-Leibler divergence,0
Feature Learning,Reinforcement Learning,0
Feature Learning,Backpropagation,0
Feature Learning,Evaluation Metrics,0
Feature Learning,Linear Regression,0
Feature Learning,dimensionality reduction,0
Feature Learning,Clustering,0
Feature Learning,Matrix factorization,0
Feature Learning,Maximum likelihood estimation,0
Feature Learning,Gradient descent,0
Feature Learning,Matrix multiplication,0
Feature Learning,Loss Function,0
Feature Learning,Regularization,0
Feature Learning,Cross entropy,0
Feature Learning,Kullback-Leibler divergence,0
Regularization,Reinforcement Learning,0
Regularization,Evaluation Metrics,0
Regularization,Linear Regression,0
Regularization,dimensionality reduction,0
Regularization,Clustering,0
Regularization,Matrix factorization,0
Regularization,Maximum likelihood estimation,0
Regularization,Gradient descent,0
Regularization,Matrix multiplication,0
Regularization,Loss Function,0
Regularization,Feature Learning,0
Regularization,Cross entropy,0
Regularization,Kullback-Leibler divergence,0
Cross entropy,Knowledge graph,0
Cross entropy,Domain Adaptation,0
Cross entropy,Evaluation Metrics,0
Cross entropy,Linear Regression,0
Cross entropy,dimensionality reduction,0
Cross entropy,Clustering,0
Cross entropy,Matrix factorization,0
Cross entropy,Maximum likelihood estimation,0
Cross entropy,Gradient descent,0
Cross entropy,Matrix multiplication,0
Cross entropy,Loss Function,0
Cross entropy,Feature Learning,0
Cross entropy,Regularization,0
Cross entropy,Kullback-Leibler divergence,0
Kullback-Leibler divergence,Knowledge graph,0
Kullback-Leibler divergence,Domain Adaptation,0
Kullback-Leibler divergence,Reinforcement Learning,0
Kullback-Leibler divergence,Backpropagation,0
Kullback-Leibler divergence,Evaluation Metrics,0
Kullback-Leibler divergence,Linear Regression,0
Kullback-Leibler divergence,dimensionality reduction,0
Kullback-Leibler divergence,Clustering,0
Kullback-Leibler divergence,Matrix factorization,0
Kullback-Leibler divergence,Maximum likelihood estimation,0
Kullback-Leibler divergence,Gradient descent,0
Kullback-Leibler divergence,Matrix multiplication,0
Kullback-Leibler divergence,Loss Function,0
Kullback-Leibler divergence,Feature Learning,0
Kullback-Leibler divergence,Regularization,0
Kullback-Leibler divergence,Cross entropy,0
hidden layer,activation function,1
hidden unit,activation function,1
sigmoid function,activation function,1
gradient descent,batch gradient descent,1
loss function,batch gradient descent,1
batch gradient descent,mini-batch gradient descent,1
batch gradient descent,mini-batch size,1
machine learning,binary classification,1
binary classification,regularization,1
machine learning,clustering algorithm,1
unsupervised learning,clustering algorithm,1
standard deviation,covariance matrix,1
symmetric matrix,covariance matrix,1
feature extraction,deep learning,1
machine learning,deep learning,1
machine learning,deep neural network,1
machine learning,dimensionality reduction,1
unsupervised learning,dimensionality reduction,1
feature extraction,image classification,1
machine learning,feature extraction,1
machine learning,feature selection,1
machine learning,gradient descent,1
matrix multiplication,gradient descent,1
gradient descent,mini-batch gradient descent,1
gradient descent,mini-batch size,1
supervised learning,gradient descent,1
hidden unit,hidden layer,1
machine learning,hidden layer,1
sigmoid function,hidden layer,1
machine learning,image classification,1
inner product,least squares,1
inner product,linear regression,1
loss function,linear regression,1
machine learning,linear regression,1
regression problem,linear regression,1
supervised learning,linear regression,1
machine learning,loss function,1
machine learning,regression problem,1
machine learning,supervised learning,1
machine learning,unsupervised learning,1
machine learning,overfitting,1
mini-batch gradient descent,mini-batch size,1
supervised learning,regression problem,1
supervised learning,regularization,1
overfitting,regularization,1
supervised learning,overfitting,1
activation function,gradient descent,0
activation function,linear regression,0
activation function,loss function,0
activation function,output label,0
activation function,output layer,0
activation function,regularization,0
activation function,supervised learning,0
batch gradient descent,linear regression,0
batch gradient descent,machine learning,0
binary classification,linear regression,0
binary classification,loss function,0
binary classification,output layer,0
clustering algorithm,deep learning,0
clustering algorithm,dimensionality reduction,0
clustering algorithm,gradient descent,0
clustering algorithm,linear regression,0
clustering algorithm,loss function,0
clustering algorithm,matrix factorization,0
clustering algorithm,supervised learning,0
clustering algorithm,overfitting,0
covariance matrix,dimensionality reduction,0
covariance matrix,supervised learning,0
deep learning,deep neural network,0
deep learning,dimensionality reduction,0
deep learning,gradient descent,0
deep learning,image classification,0
deep learning,linear regression,0
deep learning,loss function,0
deep learning,matrix factorization,0
deep learning,overfitting,0
deep neural network,image classification,0
dimensionality reduction,evaluation metrics,0
dimensionality reduction,gradient descent,0
dimensionality reduction,linear regression,0
dimensionality reduction,loss function,0
dimensionality reduction,matrix factorization,0
dimensionality reduction,regularization,0
dimensionality reduction,standard deviation,0
dimensionality reduction,supervised learning,0
dimensionality reduction,overfitting,0
evaluation metrics,hidden unit,0
evaluation metrics,linear regression,0
evaluation metrics,machine learning,0
evaluation metrics,regularization,0
evaluation metrics,supervised learning,0
evaluation metrics,unsupervised learning,0
feature extraction,gradient descent,0
feature extraction,output label,0
feature extraction,regularization,0
feature extraction,overfitting,0
feature selection,gradient descent,0
feature selection,least squares,0
feature selection,linear regression,0
feature selection,loss function,0
feature selection,regularization,0
feature selection,overfitting,0
gradient descent,hidden layer,0
gradient descent,hidden unit,0
gradient descent,inner product,0
gradient descent,least squares,0
gradient descent,linear regression,0
gradient descent,loss function,0
gradient descent,matrix factorization,0
gradient descent,output label,0
gradient descent,output layer,0
gradient descent,regression problem,0
gradient descent,regularization,0
gradient descent,sigmoid function,0
gradient descent,standard deviation,0
gradient descent,overfitting,0
hidden layer,linear regression,0
hidden layer,loss function,0
hidden layer,output label,0
hidden layer,output layer,0
hidden layer,regularization,0
hidden layer,overfitting,0
hidden unit,linear regression,0
hidden unit,loss function,0
hidden unit,machine learning,0
hidden unit,output layer,0
hidden unit,regularization,0
hidden unit,supervised learning,0
hidden unit,overfitting,0
inner product,loss function,0
inner product,machine learning,0
inner product,regression problem,0
inner product,regularization,0
inner product,overfitting,0
least squares,linear regression,0
least squares,loss function,0
least squares,machine learning,0
least squares,regression problem,0
